AccountNo,Client_num,BankID,AccountType,Balance,Open_date,Close_date,Overdraft_limit
396194,10590970,64741389,Savings,8328.7,2020-07-27,2022-02-19,773.76
45471,46811095,51710843,Savings,17946.2,2021-06-04,,329.07
123564,63680236,27727923,Checking,19974.79,2021-03-16,,723.73
950356,41295964,16698795,Savings,82638.34,2021-10-23,,74.7
949675,92555668,69598209,Checking,92419.79,2019-07-16,,463.16
148071,98196121,50736126,Savings,71205.47,2024-04-15,,913.33
877424,83531397,51710843,Checking,79222.27,2022-01-06,,167.01
240112,67389999,12322955,Savings,17339.23,2023-06-28,,807.62
354456,76247303,27727923,Savings,97729.48,2022-03-05,,918.71
105124,40341134,21813819,Credit Card,29625.85,2021-04-22,,853.91
501615,38641105,50736126,Savings,94705.2,2021-09-19,2023-09-02,977.24
339304,56546104,65785496,Loan,71191.48,2021-01-12,,55.3
534302,61437478,84037897,Checking,48128.23,2022-08-09,,243.42
377023,68011640,79497184,Savings,35006.48,2023-11-24,,902.66
119508,46591918,60581823,Credit Card,10550.99,2022-02-26,,635.23
757773,49754946,22459364,Checking,62253.12,2020-04-16,,280.71
756452,38990884,77441705,Loan,7898.75,2020-08-09,,454.65
927810,79750874,12322955,Loan,48864.29,2019-11-10,2022-07-20,177.34
749709,81769275,81352293,Credit Card,13216.54,2023-01-01,2024-01-05,534.24
698595,94694007,12907760,Checking,56891.59,2019-11-05,,804.32
864750,37552687,19918798,Savings,27014.42,2021-12-19,,848.45
462823,59430925,20265646,Credit Card,79141.4,2023-01-30,,706.48
632913,37149496,93574729,Savings,48181.2,2022-06-25,2023-11-28,452.71
41144,40225552,14589305,Checking,48086.16,2022-04-26,,421.58
783475,96285286,67777959,Credit Card,93100.95,2021-11-21,,442.98
587300,25922101,76461901,Loan,32161.44,2022-07-29,,911.95
224722,50696923,12409716,Savings,35418.08,2022-07-31,,455.32
772248,80051393,74290792,Checking,53319.96,2019-05-16,2021-08-26,835.89
129631,66777659,79497184,Checking,98317.64,2021-11-11,,655.51
876903,82243635,46264809,Credit Card,70228.09,2019-09-03,,320.39
574501,92951335,12907760,Credit Card,62812.52,2019-12-22,2024-02-08,320.24
744409,94750669,65785496,Savings,55409.74,2022-09-27,,427.49
3749,31949814,64741389,Loan,94404.13,2022-12-08,,127.76
398707,54807661,32264006,Loan,64937.26,2020-12-23,,701.54
484464,73343606,80287087,Checking,67900.7,2021-03-26,,998.45
8357,55683602,86893602,Credit Card,79497.45,2020-10-10,,596.99
473,10374199,69598209,Checking,90788.98,2022-09-03,,868.54
486273,45044925,12409716,Checking,34164.21,2023-04-17,,886.93
341397,26804264,67777959,Savings,17386.91,2023-02-07,,868.29
841532,34693760,80287087,Checking,1546.57,2019-06-01,2022-11-05,436.97
58052,15586104,25223326,Savings,37951.03,2020-01-25,,667.1
526585,83953256,20758115,Loan,17470.11,2020-01-31,,416.0
627869,81678586,12322955,Loan,5546.89,2021-09-19,,296.02
740671,90344749,87451692,Checking,81228.46,2022-01-23,,344.84
395448,18147082,81352293,Loan,79408.4,2020-05-28,,770.66
651353,80375447,12549576,Savings,46278.38,2023-10-04,,523.71
853403,88469363,12549576,Checking,77059.64,2019-11-19,2020-07-01,692.6
623640,30492233,46264809,Loan,18465.51,2019-07-25,,401.88
554201,50167831,72565719,Savings,71386.0,2023-08-29,,381.83
981162,47527302,80287087,Checking,93566.32,2023-11-28,2024-02-20,983.88
7611,17145497,50736126,Credit Card,11758.58,2019-08-02,,190.07
920003,35788769,20265646,Loan,92264.02,2021-04-16,2022-02-22,754.11
340279,63884941,21813819,Loan,92262.46,2021-03-06,2024-01-09,983.6
371266,47557475,60581823,Savings,77530.05,2020-12-22,,406.19
262190,34668839,79497184,Loan,17869.03,2019-10-01,,341.49
169103,55649026,59181519,Credit Card,97352.55,2019-12-19,2020-10-21,739.81
135714,71393916,97544214,Loan,70267.15,2023-10-25,,473.51
229898,39565253,74290792,Credit Card,84208.54,2019-12-10,2023-03-20,45.0
461321,98375830,21077921,Checking,5295.87,2024-01-02,2024-01-20,112.24
808767,37161895,12549576,Loan,1686.91,2022-12-16,,724.68
102803,84265985,65785496,Checking,47816.54,2022-09-28,,500.24
184508,47752062,79497184,Checking,15290.19,2022-11-30,,686.89
110486,34479206,76033207,Savings,43316.12,2021-03-03,,215.64
882687,78009640,11569464,Credit Card,61236.09,2022-07-11,,786.65
69763,79949153,79497184,Savings,89856.39,2020-03-13,2023-01-11,837.31
633138,18302119,41046679,Loan,58814.18,2019-05-08,,194.0
322864,25054832,72565719,Checking,47908.44,2021-12-23,,156.5
216579,83374906,74290792,Loan,80035.1,2023-12-13,,487.5
668214,23144693,86893602,Checking,54926.13,2021-08-14,,965.74
911505,53361746,60581823,Loan,1473.89,2019-05-30,,564.91
433282,98849897,72565719,Credit Card,89879.57,2019-11-19,2021-09-10,77.35
732101,87516411,87451692,Loan,1861.82,2021-09-19,2022-07-12,155.4
958623,31379333,76461901,Checking,21413.99,2020-12-29,,562.65
692839,56694026,60581823,Checking,55242.04,2022-06-19,,156.42
724813,14895925,22459364,Loan,14640.74,2019-11-26,,52.37
156103,42563265,41087230,Savings,91012.28,2024-02-26,,246.37
182232,58726359,37753542,Loan,91936.25,2024-04-15,,248.43
358223,22099212,42672546,Checking,90248.9,2021-11-25,,713.05
44715,93233805,97544214,Loan,14362.09,2023-12-22,,506.17
286568,15591912,80287087,Checking,30658.29,2024-03-27,,823.99
142646,43037812,12549576,Credit Card,71634.37,2019-08-17,,285.58
799888,93608700,22135191,Checking,64983.7,2022-10-18,,285.77
697689,31933834,74290792,Loan,11818.67,2019-12-19,,535.42
987670,12423777,64741389,Loan,19106.73,2021-06-28,,753.52
953897,79309436,72565719,Savings,27154.93,2019-05-21,,38.63
562616,96949389,22135191,Credit Card,21145.75,2023-09-13,,205.01
436968,65821330,74290792,Checking,59107.39,2022-09-19,,858.13
299825,98219149,14589305,Savings,82613.64,2020-01-10,,668.33
173892,71194039,63064216,Savings,55265.82,2022-04-22,,69.25
555390,24425151,55798973,Loan,17553.42,2022-05-20,2022-06-18,455.77
373154,95073558,69598209,Credit Card,52910.99,2019-06-29,,173.33
49924,53511784,55798973,Checking,79485.46,2022-10-10,,872.2
269512,31315062,25223326,Savings,16666.37,2024-01-14,,355.18
740224,36423561,22135191,Savings,5636.2,2023-07-19,,735.26
693224,81484143,67777959,Credit Card,15537.79,2019-08-07,,775.89
135944,83773016,12322955,Loan,94865.32,2021-06-26,,653.56
511160,60960165,58525202,Checking,71484.64,2021-05-04,,437.34
852317,23636248,64741389,Credit Card,27837.36,2020-08-03,,985.86
211892,29771361,81352293,Loan,83395.75,2022-06-02,,645.54
928286,10364668,21077921,Loan,44434.85,2020-05-23,,424.47
403474,30302090,12409716,Checking,63218.82,2020-03-18,,714.23
153114,79229540,69598209,Loan,96369.47,2023-10-12,2023-11-22,918.84
926374,67474077,64452737,Credit Card,21598.0,2021-11-18,,403.95
242275,16248388,77441705,Credit Card,74564.37,2020-10-14,2023-07-02,625.43
297484,19488035,67777959,Savings,92513.71,2022-03-30,,125.32
69780,24259622,41046679,Savings,75157.39,2022-09-24,2024-04-26,134.76
452545,83424620,27727923,Loan,27371.19,2019-10-16,,813.38
195492,38856911,69598209,Checking,73615.22,2019-07-19,,705.04
298051,78271037,51710843,Checking,80877.85,2021-09-02,,159.48
270069,65632691,81972872,Checking,8672.24,2022-10-21,2023-11-08,483.91
204918,68543520,87451692,Loan,78147.77,2022-10-10,2023-11-30,236.51
505190,35757877,42672546,Checking,34556.57,2019-10-27,,647.62
866642,18280939,81352293,Loan,20799.45,2022-04-28,,782.48
561357,17973039,55798973,Loan,9459.38,2021-12-25,2022-04-25,921.82
317935,62693458,32264006,Savings,12849.91,2023-10-13,,766.19
335916,35665726,14589305,Checking,99967.46,2023-03-11,,418.88
722915,12252852,67777959,Savings,14389.48,2020-02-26,,585.71
519067,37552174,41046679,Loan,87828.53,2022-08-08,,373.83
179107,66286547,16698795,Checking,43427.05,2022-12-23,2023-07-21,586.84
84581,96140403,21813819,Loan,93150.34,2023-06-04,,580.76
299147,53831964,12180519,Savings,71813.22,2020-08-22,,224.33
432785,21773519,69598209,Loan,85137.35,2023-08-30,,828.56
601264,93152318,37753542,Savings,37951.98,2019-08-02,,150.41
202129,56663768,86893602,Credit Card,39585.43,2024-01-17,,757.67
165748,91021651,55798973,Checking,65357.95,2021-03-15,,54.24
968815,98907591,76033207,Checking,37226.59,2023-01-29,,91.79
802351,10591723,13871080,Savings,83991.89,2024-02-07,,898.43
735675,58749398,81352293,Savings,16065.16,2019-06-29,,87.71
39730,52513804,41046679,Loan,75601.1,2020-02-08,,593.84
253065,42850743,60581823,Savings,99406.04,2023-11-19,,931.19
786983,41356009,81972872,Credit Card,6452.17,2021-06-21,,116.63
400228,42645647,58525202,Savings,31365.87,2022-01-29,,957.1
599279,19468604,25223326,Credit Card,57368.47,2019-06-30,,997.64
61851,15166679,21813819,Savings,8212.11,2022-03-26,,585.23
789245,87894690,21813819,Credit Card,66421.93,2020-10-31,,832.29
838814,44369772,12549576,Checking,38088.53,2021-02-18,,71.17
611442,60234403,84037897,Checking,98968.26,2019-07-16,,356.53
115230,84589245,50736126,Savings,8495.95,2023-09-10,,593.41
753390,14479901,20265646,Loan,36625.08,2023-06-01,,947.52
469822,54741979,93574729,Savings,78729.55,2022-12-20,,144.86
59702,18638827,51710843,Checking,16962.76,2020-11-04,,940.41
938449,44402704,20758115,Savings,8531.68,2020-07-23,,577.17
919702,46715335,46264809,Loan,50999.13,2024-02-18,2024-03-11,144.24
819424,37960834,12180519,Loan,17136.3,2023-07-11,,618.04
733820,83212862,12907760,Loan,74856.57,2022-01-08,,498.37
982673,85474842,22459364,Checking,5992.9,2024-03-12,2024-03-12,240.24
680352,68593887,64741389,Checking,99756.2,2022-12-14,,17.99
279770,47631401,37753542,Loan,3768.13,2019-08-10,2020-01-19,998.7
571632,84196510,12409716,Credit Card,2570.77,2023-08-23,,943.33
42415,65129902,81352293,Checking,11223.27,2022-01-25,,607.02
416149,82714322,64741389,Savings,51249.28,2021-06-25,,668.62
822812,90133963,13871080,Credit Card,90040.28,2020-07-03,,130.4
220653,83108231,12549576,Savings,95209.59,2023-08-27,,468.52
567665,92803270,42672546,Credit Card,98995.09,2021-06-21,,331.47
355003,47914952,64741389,Savings,52968.53,2021-05-07,,465.07
25624,30307368,29369239,Loan,47583.76,2024-02-28,,939.64
883715,12130804,20265646,Credit Card,48228.58,2022-01-17,,340.17
391258,57932145,20758115,Checking,86413.75,2019-10-25,,887.74
985434,57286048,41087230,Checking,75736.57,2021-01-25,,674.04
592003,20461960,87451692,Loan,27415.41,2020-05-15,,422.63
847707,51339374,12907760,Loan,6370.23,2022-09-11,,767.38
898101,56247102,37753542,Loan,68894.55,2023-01-28,,979.51
564967,59099412,21077921,Savings,89424.14,2020-06-09,,444.8
42325,86992925,12549576,Checking,4380.96,2020-09-06,,505.56
330033,68797889,86893602,Checking,6777.27,2020-06-26,,188.96
958774,99095733,60581823,Checking,75253.19,2023-02-21,,413.42
218812,44081876,12180519,Credit Card,73854.34,2023-02-27,,494.55
798074,36249680,20758115,Credit Card,58527.22,2020-07-26,,690.58
113326,74010018,27727923,Checking,66332.66,2023-04-09,2024-04-06,120.54
112925,41106399,60581823,Credit Card,1067.81,2023-06-16,,217.57
810763,59119838,14589305,Savings,92771.6,2020-06-15,2023-07-28,514.0
766130,38863565,17178471,Checking,11560.14,2023-04-03,,378.09
386273,94221903,51710843,Savings,22834.05,2023-03-10,2024-02-22,692.35
952649,99278874,55798973,Savings,36871.27,2022-06-01,,831.47
887695,60654797,69598209,Checking,88444.43,2021-04-04,,872.43
769557,16038149,81972872,Savings,20940.89,2021-05-10,,508.79
549629,70458199,13871080,Savings,76346.83,2019-12-01,,213.66
275792,69751441,13871080,Checking,70981.11,2022-11-07,2022-11-20,920.51
645325,30726275,76033207,Credit Card,48720.65,2019-09-25,,488.0
672189,42765471,67777959,Credit Card,61794.5,2020-03-28,,891.07
437528,24890922,63064216,Checking,84742.85,2021-02-23,,799.23
275849,62570557,65785496,Loan,58140.75,2023-01-25,,479.81
764367,24508150,37753542,Credit Card,81517.66,2024-02-01,,732.74
70519,18570767,76461901,Checking,70847.13,2023-07-10,2023-12-29,957.49
722568,45360752,39697743,Savings,86323.38,2021-08-25,,110.24
292648,76820637,14589305,Credit Card,71226.43,2022-04-19,,681.87
995160,23196804,74290792,Credit Card,24276.09,2019-08-07,,80.73
33382,67723511,84037897,Savings,90034.85,2020-12-01,,87.74
621856,58750407,22459364,Loan,15632.75,2021-02-23,,195.19
602078,15320842,93574729,Loan,26756.89,2023-07-03,,988.75
639849,22626131,64741389,Credit Card,48540.86,2023-08-19,,605.42
647401,59447705,41087230,Credit Card,87598.22,2020-03-03,,215.84
870323,97681223,81972872,Checking,34024.69,2019-07-27,,322.7
639017,46822886,56863141,Savings,7720.16,2020-03-22,,861.29
877885,16145360,32264006,Savings,44625.49,2019-12-10,2021-03-07,786.0
673323,86516769,14589305,Savings,98231.73,2022-10-03,,303.14
857511,52965819,41087230,Loan,43795.51,2020-09-25,,349.74
585755,35120746,63064216,Loan,463.12,2019-05-10,,57.55
371001,73288788,56863141,Savings,89358.38,2019-10-25,,537.82
442071,15248731,50736126,Loan,60055.71,2022-11-01,,144.2
708573,47352212,72565719,Savings,59059.4,2021-04-23,,685.36
770214,43596005,65785496,Checking,45651.37,2020-08-06,,379.43
594506,93860866,65785496,Savings,66477.42,2019-07-07,2020-09-27,197.87
474339,69795264,76033207,Savings,26058.64,2021-03-02,,245.97
289867,63538050,41046679,Loan,33397.3,2022-08-28,,128.5
157400,48066923,74290792,Loan,93923.84,2019-12-11,,378.92
391260,37009975,77441705,Checking,9232.06,2021-02-12,,433.0
654574,55985413,50736126,Checking,53725.64,2023-05-18,2023-08-10,651.59
294522,74849173,42672546,Savings,24233.27,2022-12-27,,801.47
485769,36936826,21077921,Loan,15112.22,2020-01-25,2021-11-14,600.21
823748,38251970,12180519,Savings,20444.28,2022-01-14,2024-01-18,65.14
547856,67260256,77441705,Savings,9984.75,2020-05-04,2021-09-27,556.11
481037,54512154,13871080,Loan,57766.82,2022-02-09,2024-01-21,96.15
752258,25405000,92114008,Checking,58724.2,2019-12-02,,405.28
325006,48838051,80287087,Savings,76814.76,2022-02-23,2022-08-06,623.87
573922,45610216,27727923,Savings,66599.4,2022-11-12,,604.5
234809,61599291,21813819,Savings,7460.46,2021-08-03,,228.96
646926,91666839,16698795,Savings,59888.38,2020-08-30,2024-03-25,207.6
934775,95458182,46264809,Checking,57081.95,2022-10-27,,305.52
509148,19443568,19918798,Checking,67975.55,2019-12-31,2022-09-16,658.55
406128,14059752,16698795,Credit Card,27111.5,2023-08-26,,110.83
682574,18460308,60581823,Credit Card,81656.85,2023-03-06,,960.4
94494,51206626,12907760,Checking,83245.37,2021-02-22,,220.03
728363,64560846,59181519,Savings,11197.39,2023-10-02,,894.39
681560,20422863,69598209,Loan,29265.99,2022-05-21,,141.5
589353,46281772,41046679,Loan,7609.82,2020-01-08,,329.59
663422,98587463,19918798,Savings,78540.52,2021-09-26,,390.19
944516,79362620,42672546,Checking,41837.12,2021-01-10,,803.08
84276,53336465,81972872,Loan,12831.94,2023-08-03,,660.76
170142,35270699,12907760,Loan,87337.79,2019-09-22,2020-09-03,722.64
92785,42355566,16698795,Credit Card,68828.53,2021-09-14,,672.73
510028,84102374,25223326,Checking,84622.98,2020-03-11,,114.51
47577,75335105,67777959,Credit Card,63074.73,2020-07-23,,991.3
918288,49387010,40716801,Checking,20468.71,2024-03-08,,894.61
982379,59358208,21813819,Loan,37640.1,2024-01-21,,254.56
842799,38385462,13871080,Savings,76756.9,2021-11-25,,536.21
460898,16137169,97544214,Checking,83073.71,2022-05-06,,591.76
296260,26988784,64452737,Checking,38895.43,2021-06-25,,659.55
449680,24660423,41087230,Loan,76004.58,2020-10-13,,203.74
776020,95929287,76033207,Checking,70145.23,2023-06-17,,269.36
982804,92565650,59181519,Checking,49004.62,2022-04-10,,336.92
361164,60493629,69598209,Savings,95552.64,2022-05-02,,383.98
756896,46185484,39697743,Savings,84013.17,2022-08-31,2023-06-16,940.1
630435,31940965,41087230,Checking,81131.4,2021-12-10,,136.98
309481,51796095,81352293,Credit Card,34620.18,2022-08-17,,778.07
912461,84456237,77441705,Loan,17667.93,2024-01-30,2024-03-03,12.64
478151,67081243,22459364,Checking,62691.18,2022-04-17,,818.89
798200,59894329,77441705,Savings,22173.81,2023-03-09,,215.07
219328,59746391,46264809,Savings,46160.19,2023-01-11,,500.81
223985,33578618,12180519,Credit Card,14809.41,2024-04-14,2024-04-23,918.3
65936,89882460,59181519,Checking,39616.82,2022-02-26,2023-08-26,961.76
981762,16103891,79497184,Savings,52240.77,2020-07-13,,881.73
254078,15776608,22459364,Savings,79239.47,2022-06-11,,580.19
3370,65640254,72565719,Savings,43160.45,2022-03-25,2022-05-29,841.45
354652,21569230,55798973,Loan,54770.06,2022-05-03,,378.88
55856,34452635,51710843,Loan,74060.51,2024-02-26,2024-03-11,144.45
484499,52976131,76033207,Checking,15568.91,2024-03-13,,319.26
494544,68835764,56863141,Credit Card,12675.19,2020-10-19,,246.27
983741,85409583,19918798,Credit Card,20995.37,2023-04-27,,842.79
234675,52890136,17178471,Credit Card,51541.14,2022-06-06,2023-09-05,688.34
322973,47039729,80287087,Checking,15914.7,2021-04-25,,725.75
104818,32418504,41046679,Savings,38582.36,2022-09-02,,302.29
264593,34270151,87451692,Savings,12149.48,2024-04-16,2024-04-27,655.43
730130,26050510,21077921,Checking,12701.72,2023-04-12,,11.56
574145,86241403,39697743,Credit Card,72934.01,2019-09-25,2020-07-19,168.37
534160,13021927,51710843,Checking,75424.05,2022-11-17,,112.67
793469,29430753,87451692,Checking,84944.25,2023-04-07,,223.76
723595,51107121,55798973,Loan,28277.93,2023-02-07,2024-01-20,765.31
366156,78477270,46264809,Credit Card,22924.36,2023-10-22,,319.19
25052,15524413,16698795,Checking,62093.3,2023-03-21,,881.1
345547,89514681,27727923,Savings,57093.18,2020-02-26,,632.4
928577,37936676,13871080,Savings,26719.44,2022-03-29,,569.48
590500,86698040,20758115,Checking,48012.47,2021-05-02,,805.99
233369,25018146,22632821,Loan,62378.09,2021-12-28,,99.41
818287,36491312,58525202,Checking,23714.75,2021-02-13,,15.45
212010,45848934,37753542,Credit Card,51358.9,2022-10-14,,434.75
943615,65896650,27727923,Checking,40759.71,2020-06-08,,49.81
943890,58765010,32264006,Checking,66187.65,2021-03-23,,26.78
609283,94014873,72565719,Credit Card,56454.59,2020-10-29,2022-10-15,533.52
63613,71635900,14589305,Loan,55833.12,2022-08-20,,635.74
561339,23313210,55798973,Loan,8735.48,2022-10-24,,545.23
807951,37016647,11569464,Checking,56053.62,2023-07-30,,992.63
883247,65051216,74290792,Savings,65409.29,2020-06-10,2024-04-23,504.9
438038,38247081,72565719,Checking,96139.2,2021-03-22,,519.61
188699,48171156,32264006,Savings,19522.84,2021-01-24,,921.34
672005,93137057,12180519,Savings,88176.33,2024-01-06,2024-01-30,491.24
236262,79522568,97544214,Checking,17322.92,2022-08-10,,531.41
577709,48944126,41087230,Checking,54058.22,2022-12-22,,38.57
292474,63047678,59181519,Savings,46108.2,2019-08-09,2023-08-13,848.6
143404,15778481,67777959,Checking,11978.79,2021-10-14,,37.88
864468,40934050,21077921,Checking,46603.13,2019-08-15,,751.74
71081,65927415,65785496,Loan,80239.32,2021-04-26,,927.94
